ID,NAME,DESCRIPTION,MODEL_TYPE,CATEGORY,CODE,DEFAULT_ATTRIBUTE, IS_TEMPLATE, TEMPLATE_ID,STATUS,DATASET_PACKAGE_ID,URI
432139,US.OIL.EIA.MAPRSEE1_A,Refining District East Coast Asphalt and Road Oil Stocks at Refineries Annual - Thousand Barrels,407,EIA_RFST,US.OIL.EIA.MAPRSEE1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MAPRSEE1_A
432140,US.OIL.EIA.MAPRSEE1_M,Refining District East Coast Asphalt and Road Oil Stocks at Refineries Monthly - Thousand Barrels,407,EIA_RFST,US.OIL.EIA.MAPRSEE1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MAPRSEE1_M
432141,US.OIL.EIA.MAPRSP11_A,East Coast (PADD 1) Asphalt and Road Oil Stocks at Refineries Annual - Thousand Barrels,407,EIA_RFST,US.OIL.EIA.MAPRSP11_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MAPRSP11_A
432142,US.OIL.EIA.MAPRSP11_M,East Coast (PADD 1) Asphalt and Road Oil Stocks at Refineries Monthly - Thousand Barrels,407,EIA_RFST,US.OIL.EIA.MAPRSP11_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MAPRSP11_M
432143,US.OIL.EIA.MAPRSP21_A,Midwest (PADD 2) Asphalt and Road Oil Stocks at Refineries Annual - Thousand Barrels,407,EIA_RFST,US.OIL.EIA.MAPRSP21_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MAPRSP21_A
432144,US.OIL.EIA.MAPRSP21_M,Midwest (PADD 2) Asphalt and Road Oil Stocks at Refineries Monthly - Thousand Barrels,407,EIA_RFST,US.OIL.EIA.MAPRSP21_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MAPRSP21_M
432145,US.OIL.EIA.MAPRSP31_A,Gulf Coast (PADD 3) Asphalt and Road Oil Stocks at Refineries Annual - Thousand Barrels,407,EIA_RFST,US.OIL.EIA.MAPRSP31_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MAPRSP31_A
432146,US.OIL.EIA.MAPRSP31_M,Gulf Coast (PADD 3) Asphalt and Road Oil Stocks at Refineries Monthly - Thousand Barrels,407,EIA_RFST,US.OIL.EIA.MAPRSP31_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MAPRSP31_M
432147,US.OIL.EIA.MAPRSP41_A,Rocky Mountain (PADD 4) Asphalt and Road Oil Stocks at Refineries Annual - Thousand Barrels,407,EIA_RFST,US.OIL.EIA.MAPRSP41_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MAPRSP41_A
432148,US.OIL.EIA.MAPRSP41_M,Rocky Mountain (PADD 4) Asphalt and Road Oil Stocks at Refineries Monthly - Thousand Barrels,407,EIA_RFST,US.OIL.EIA.MAPRSP41_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MAPRSP41_M
432149,US.OIL.EIA.MAPRSP51_A,West Coast (PADD 5) Asphalt and Road Oil Stocks at Refineries Annual - Thousand Barrels,407,EIA_RFST,US.OIL.EIA.MAPRSP51_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MAPRSP51_A
432150,US.OIL.EIA.MAPRSP51_M,West Coast (PADD 5) Asphalt and Road Oil Stocks at Refineries Monthly - Thousand Barrels,407,EIA_RFST,US.OIL.EIA.MAPRSP51_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MAPRSP51_M
432151,US.OIL.EIA.MAPRSUS1_A,U.S. Asphalt and Road Oil Stocks at Refineries Annual - Thousand Barrels,407,EIA_RFST,US.OIL.EIA.MAPRSUS1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MAPRSUS1_A
432152,US.OIL.EIA.MAPRSUS1_M,U.S. Asphalt and Road Oil Stocks at Refineries Monthly - Thousand Barrels,407,EIA_RFST,US.OIL.EIA.MAPRSUS1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MAPRSUS1_M
432153,US.OIL.EIA.MD1RS_NUS_1_A,"U.S. Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_NUS_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_NUS_1_A
432154,US.OIL.EIA.MD1RS_NUS_1_M,"U.S. Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_NUS_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_NUS_1_M
432155,US.OIL.EIA.MD1RS_R10_1_A,"East Coast (PADD 1) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R10_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R10_1_A
432156,US.OIL.EIA.MD1RS_R10_1_M,"East Coast (PADD 1) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R10_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R10_1_M
432157,US.OIL.EIA.MD1RS_R20_1_A,"Midwest (PADD 2) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R20_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R20_1_A
432158,US.OIL.EIA.MD1RS_R20_1_M,"Midwest (PADD 2) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R20_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R20_1_M
432159,US.OIL.EIA.MD1RS_R2A_1_A,"Refining District Indiana-Illinois-Kentucky Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R2A_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R2A_1_A
432160,US.OIL.EIA.MD1RS_R2A_1_M,"Refining District Indiana-Illinois-Kentucky Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R2A_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R2A_1_M
432161,US.OIL.EIA.MD1RS_R2B_1_A,"Refining District Minnesota-Wisconsin-North Dakota-South Dakota Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R2B_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R2B_1_A
432162,US.OIL.EIA.MD1RS_R2B_1_M,"Refining District Minnesota-Wisconsin-North Dakota-South Dakota Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R2B_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R2B_1_M
432163,US.OIL.EIA.MD1RS_R2C_1_A,"Refining District Oklahoma-Kansas-Missouri Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R2C_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R2C_1_A
432164,US.OIL.EIA.MD1RS_R2C_1_M,"Refining District Oklahoma-Kansas-Missouri Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R2C_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R2C_1_M
432165,US.OIL.EIA.MD1RS_R30_1_A,"Gulf Coast (PADD 3) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R30_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R30_1_A
432166,US.OIL.EIA.MD1RS_R30_1_M,"Gulf Coast (PADD 3) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R30_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R30_1_M
432167,US.OIL.EIA.MD1RS_R3A_1_A,"Refining District Texas Inland Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R3A_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R3A_1_A
432168,US.OIL.EIA.MD1RS_R3A_1_M,"Refining District Texas Inland Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R3A_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R3A_1_M
432169,US.OIL.EIA.MD1RS_R3B_1_A,"Refining District Texas Gulf Coast Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R3B_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R3B_1_A
432170,US.OIL.EIA.MD1RS_R3B_1_M,"Refining District Texas Gulf Coast Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R3B_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R3B_1_M
432171,US.OIL.EIA.MD1RS_R3C_1_A,"Refining District Louisiana Gulf Coast Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R3C_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R3C_1_A
432172,US.OIL.EIA.MD1RS_R3C_1_M,"Refining District Louisiana Gulf Coast Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R3C_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R3C_1_M
432173,US.OIL.EIA.MD1RS_R3D_1_A,"Refining District North Louisiana-Arkansas Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R3D_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R3D_1_A
432174,US.OIL.EIA.MD1RS_R3D_1_M,"Refining District North Louisiana-Arkansas Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R3D_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R3D_1_M
432175,US.OIL.EIA.MD1RS_R3E_1_A,"Refining District New Mexico Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R3E_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R3E_1_A
432176,US.OIL.EIA.MD1RS_R3E_1_M,"Refining District New Mexico Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R3E_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R3E_1_M
432177,US.OIL.EIA.MD1RS_R40_1_A,"Rocky Mountain (PADD 4) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R40_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R40_1_A
432178,US.OIL.EIA.MD1RS_R40_1_M,"Rocky Mountain (PADD 4) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R40_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R40_1_M
432179,US.OIL.EIA.MD1RS_R50_1_A,"West Coast (PADD 5) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R50_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R50_1_A
432180,US.OIL.EIA.MD1RS_R50_1_M,"West Coast (PADD 5) Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_R50_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_R50_1_M
432181,US.OIL.EIA.MD1RS_RAP_1_A,"Refining District Appalachian No. 1 Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_RAP_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_RAP_1_A
432182,US.OIL.EIA.MD1RS_RAP_1_M,"Refining District Appalachian No. 1 Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_RAP_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_RAP_1_M
432183,US.OIL.EIA.MD1RS_REC_1_A,"Refining District East Coast Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_REC_1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_REC_1_A
432184,US.OIL.EIA.MD1RS_REC_1_M,"Refining District East Coast Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MD1RS_REC_1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MD1RS_REC_1_M
432185,US.OIL.EIA.MDGRS2A1_A,"Refining District Indiana-Illinois-Kentucky Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS2A1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS2A1_A
432186,US.OIL.EIA.MDGRS2A1_M,"Refining District Indiana-Illinois-Kentucky Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS2A1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS2A1_M
432187,US.OIL.EIA.MDGRS2B1_A,"Refining District Minnesota-Wisconsin-North Dakota-South Dakota Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS2B1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS2B1_A
432188,US.OIL.EIA.MDGRS2B1_M,"Refining District Minnesota-Wisconsin-North Dakota-South Dakota Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS2B1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS2B1_M
432189,US.OIL.EIA.MDGRS2C1_A,"Refining District Oklahoma-Kansas-Missouri Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS2C1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS2C1_A
432190,US.OIL.EIA.MDGRS2C1_M,"Refining District Oklahoma-Kansas-Missouri Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS2C1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS2C1_M
432191,US.OIL.EIA.MDGRS3A1_A,"Refining District Texas Inland Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS3A1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS3A1_A
432192,US.OIL.EIA.MDGRS3A1_M,"Refining District Texas Inland Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS3A1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS3A1_M
432193,US.OIL.EIA.MDGRS3B1_A,"Refining District Texas Gulf Coast Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS3B1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS3B1_A
432194,US.OIL.EIA.MDGRS3B1_M,"Refining District Texas Gulf Coast Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS3B1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS3B1_M
432195,US.OIL.EIA.MDGRS3C1_A,"Refining District Louisiana Gulf Coast Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS3C1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS3C1_A
432196,US.OIL.EIA.MDGRS3C1_M,"Refining District Louisiana Gulf Coast Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS3C1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS3C1_M
432197,US.OIL.EIA.MDGRS3D1_A,"Refining District North Louisiana-Arkansas Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS3D1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS3D1_A
432198,US.OIL.EIA.MDGRS3D1_M,"Refining District North Louisiana-Arkansas Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS3D1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS3D1_M
432199,US.OIL.EIA.MDGRS3E1_A,"Refining District New Mexico Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS3E1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS3E1_A
432200,US.OIL.EIA.MDGRS3E1_M,"Refining District New Mexico Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRS3E1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRS3E1_M
432201,US.OIL.EIA.MDGRSAP1_A,"Refining District Appalachian No. 1 Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRSAP1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRSAP1_A
432202,US.OIL.EIA.MDGRSAP1_M,"Refining District Appalachian No. 1 Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRSAP1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRSAP1_M
432203,US.OIL.EIA.MDGRSEE1_A,"Refining District East Coast Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRSEE1_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRSEE1_A
432204,US.OIL.EIA.MDGRSEE1_M,"Refining District East Coast Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Monthly - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRSEE1_M,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRSEE1_M
432205,US.OIL.EIA.MDGRSP11_A,"East Coast (PADD 1) Distillate Fuel Oil, Greater Than 500 ppm Sulfur Stocks at Refineries Annual - Thousand Barrels",407,EIA_RFST,US.OIL.EIA.MDGRSP11_A,VOL,0,2312,0,0,model://EIA_RFST/US.OIL.EIA.MDGRSP11_A
