Date,value,Model Code,Model check code
2013-10-01,93.23,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2013-11-01,87.56,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2013-12-01,89.11,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2014-01-01,88.29,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2014-02-01,91.06,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2014-03-01,90.78,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2014-04-01,93.76,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2014-05-01,95.68,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2014-06-01,98.83,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2014-07-01,95.1,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2014-08-01,91.78,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2014-09-01,88.8,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2014-10-01,79.19,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2014-11-01,72.26,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2014-12-01,52.88,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2015-01-01,40.7,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2015-02-01,47.69,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2015-03-01,46.42,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2015-04-01,51.18,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2015-05-01,56.0,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2015-06-01,56.7,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2015-07-01,51.25,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2015-08-01,42.29,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2015-09-01,39.99,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2015-10-01,39.72,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2015-11-01,36.05,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2015-12-01,29.28,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2016-01-01,25.03,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2016-02-01,25.46,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2016-03-01,29.82,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2016-04-01,31.81,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2016-05-01,39.77,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2016-06-01,42.81,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2016-07-01,40.49,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2016-08-01,39.39,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2016-09-01,39.05,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2016-10-01,43.76,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2016-11-01,40.32,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2016-12-01,45.99,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2017-01-01,46.58,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2017-02-01,46.55,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2017-03-01,43.12,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2017-04-01,44.9,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2017-05-01,45.6,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2017-06-01,42.5,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2017-07-01,45.15,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2017-08-01,46.91,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2017-09-01,49.67,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2017-10-01,50.26,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2017-11-01,55.48,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2017-12-01,56.04,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2018-01-01,59.9,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2018-02-01,57.42,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2018-03-01,57.11,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2018-04-01,58.58,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
2018-05-01,63.66,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_M/PRICE/ALL,IMX2810008.M
1979-01-01,22.23,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1980-01-01,29.49,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1981-01-01,31.52,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1982-01-01,25.86,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1983-01-01,24.56,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1984-01-01,25.84,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1985-01-01,24.57,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1986-01-01,11.24,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1987-01-01,16.03,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1988-01-01,11.65,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1989-01-01,15.14,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1990-01-01,17.75,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1991-01-01,13.62,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1992-01-01,13.8,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1993-01-01,12.45,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1994-01-01,12.79,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1995-01-01,14.88,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1996-01-01,17.95,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1997-01-01,15.57,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1998-01-01,9.21,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1999-01-01,14.43,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2000-01-01,23.94,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2001-01-01,17.54,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2002-01-01,21.31,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2003-01-01,24.84,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2004-01-01,31.01,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2005-01-01,41.54,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2006-01-01,52.04,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2007-01-01,60.93,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2008-01-01,84.29,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2009-01-01,56.03,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2010-01-01,70.87,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2011-01-01,98.81,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2012-01-01,100.29,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2013-01-01,97.43,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2014-01-01,86.49,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2015-01-01,44.08,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2016-01-01,36.79,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
2017-01-01,47.87,model://EIA_LCICO_CS/US.OIL.EIA.IMX2810008_A/PRICE/ALL,IMX2810008.A
1996-02-01,19.33,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1996-03-01,21.55,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1996-04-01,22.27,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1996-05-01,20.66,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1996-06-01,19.85,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1996-07-01,18.91,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1996-08-01,21.39,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1996-09-01,23.84,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1996-10-01,25.05,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1996-11-01,24.79,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1996-12-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1997-01-01,24.6,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1997-02-01,20.97,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1997-03-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1997-04-01,18.41,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1997-05-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1997-06-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1997-07-01,19.49,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1997-08-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1997-09-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1997-10-01,20.48,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1997-11-01,20.59,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1997-12-01,17.83,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1998-01-01,16.34,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1998-02-01,14.77,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1998-03-01,14.44,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1998-04-01,14.28,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1998-05-01,15.11,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1998-06-01,12.27,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1998-07-01,12.67,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1998-08-01,12.7,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1998-09-01,14.43,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1998-10-01,12.75,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1998-11-01,11.31,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1998-12-01,10.67,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1999-01-01,11.72,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1999-02-01,11.19,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1999-03-01,14.12,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1999-04-01,15.78,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1999-05-01,15.54,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1999-06-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1999-07-01,19.57,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1999-08-01,20.85,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1999-09-01,23.39,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1999-10-01,23.02,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1999-11-01,25.43,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1999-12-01,25.74,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2000-01-01,27.87,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2000-02-01,30.31,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2000-03-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2000-04-01,24.44,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2000-05-01,29.88,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2000-06-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2000-07-01,29.76,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2000-08-01,34.8,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2000-09-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2000-10-01,31.82,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2000-11-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2000-12-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2001-01-01,29.15,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2001-02-01,27.89,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2001-03-01,25.65,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2001-04-01,27.48,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2001-05-01,29.33,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2001-06-01,28.77,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2001-07-01,25.63,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2001-08-01,27.15,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2001-09-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2001-10-01,21.91,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2001-11-01,19.61,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2001-12-01,19.63,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2002-01-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2002-02-01,21.2,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2002-03-01,25.53,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2002-04-01,26.15,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2002-05-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2002-06-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2002-07-01,26.62,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2002-08-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2002-09-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2002-10-01,29.03,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2002-11-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2002-12-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2003-01-01,33.46,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2003-02-01,35.63,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2003-03-01,29.94,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2003-04-01,27.31,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2003-05-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2003-06-01,29.18,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2003-07-01,30.39,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2003-08-01,30.97,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2003-09-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2003-10-01,31.09,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2003-11-01,30.65,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2003-12-01,32.17,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2004-01-01,33.79,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2004-02-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2004-03-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2004-04-01,35.77,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2004-05-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2004-06-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2004-07-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2004-08-01,45.34,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2004-09-01,45.43,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2004-10-01,52.14,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2004-11-01,45.3,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2004-12-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2005-01-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2005-02-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2005-03-01,54.02,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2005-04-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2005-05-01,48.2,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2005-06-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2005-07-01,59.17,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
2005-08-01,65.71,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_M/PRICE/ALL,IGB0650008.M
1991-01-01,19.51,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
1992-01-01,19.7,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
1993-01-01,17.51,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
1994-01-01,16.73,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
1995-01-01,18.15,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
1996-01-01,21.79,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
1997-01-01,20.07,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
1998-01-01,13.65,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
1999-01-01,18.24,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
2000-01-01,29.92,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
2001-01-01,25.61,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
2002-01-01,25.45,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
2003-01-01,30.8,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
2004-01-01,40.18,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
2005-01-01,55.67,model://EIA_LCICO_CS/US.OIL.EIA.IGB0650008_A/PRICE/ALL,IGB0650008.A
