Date,value,Model Code,Model check code
2002-06-01,25.0,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2002-07-01,26.02,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2002-08-01,27.04,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2002-09-01,27.35,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2002-10-01,25.22,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2002-11-01,26.32,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2002-12-01,28.5,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2003-01-01,31.21,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2003-02-01,30.51,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2003-03-01,28.18,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2003-04-01,25.82,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2003-05-01,25.81,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2003-06-01,28.58,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2003-07-01,28.2,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2003-08-01,27.74,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2003-09-01,26.15,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2003-10-01,28.5,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2003-11-01,29.92,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2003-12-01,30.87,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2004-01-01,32.42,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2004-02-01,33.52,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2004-03-01,33.73,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2004-04-01,34.49,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2004-05-01,35.98,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2004-06-01,35.96,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2004-07-01,40.22,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2004-08-01,42.84,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2004-09-01,44.85,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2004-10-01,45.75,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2004-11-01,41.47,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2004-12-01,38.39,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2005-01-01,42.45,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2005-02-01,44.78,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2005-03-01,47.3,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2005-04-01,48.83,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2005-05-01,47.87,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2005-06-01,54.23,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2005-07-01,58.34,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2005-08-01,61.94,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2005-09-01,60.57,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2005-10-01,56.62,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2005-11-01,54.95,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2005-12-01,56.65,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2006-01-01,58.19,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2006-02-01,57.35,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2006-03-01,60.07,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2006-04-01,64.01,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2006-05-01,66.51,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2006-06-01,68.58,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2006-07-01,67.11,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2006-08-01,63.27,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2006-09-01,58.16,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2006-10-01,54.59,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2006-11-01,54.25,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2006-12-01,54.89,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2007-01-01,51.79,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2007-02-01,55.67,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2007-03-01,57.91,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2007-04-01,62.65,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2007-05-01,68.08,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2007-06-01,70.51,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2007-07-01,73.67,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2007-08-01,77.18,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2007-09-01,82.95,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2007-10-01,87.86,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2007-11-01,88.55,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2007-12-01,85.01,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2008-01-01,93.59,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2008-02-01,98.31,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2008-03-01,108.62,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2008-04-01,119.11,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2008-05-01,129.15,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2008-06-01,129.66,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2008-07-01,116.08,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2008-08-01,108.96,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2008-09-01,75.15,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2008-10-01,62.44,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2008-11-01,48.26,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2008-12-01,39.33,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2009-01-01,38.7,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2009-02-01,44.3,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2009-03-01,51.68,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2009-04-01,56.21,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2009-05-01,61.88,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2009-06-01,67.89,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2009-07-01,66.06,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2009-08-01,68.92,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2009-09-01,73.06,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2009-10-01,74.91,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2009-11-01,74.15,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2009-12-01,72.38,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2010-01-01,77.79,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2010-02-01,77.07,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2010-03-01,77.83,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2010-04-01,80.94,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2010-05-01,77.9,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2010-06-01,76.29,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2010-07-01,75.82,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2010-08-01,76.63,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2010-09-01,76.59,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2010-10-01,82.66,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2010-11-01,85.07,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2010-12-01,91.44,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2011-01-01,98.7,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2011-02-01,104.49,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2011-03-01,110.02,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2011-04-01,117.81,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2011-05-01,112.23,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2011-06-01,110.36,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2011-07-01,112.08,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2011-08-01,109.85,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2011-09-01,112.01,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2011-10-01,108.09,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2011-11-01,109.48,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2011-12-01,108.16,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2012-01-01,110.94,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2012-02-01,116.39,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2012-03-01,120.54,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2012-04-01,115.43,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2012-05-01,107.1,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2012-06-01,97.79,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2012-07-01,100.3,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2012-08-01,107.18,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2012-09-01,108.35,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2012-10-01,106.24,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2012-11-01,108.14,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2012-12-01,107.18,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2013-01-01,110.26,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2013-02-01,108.62,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2013-03-01,108.65,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2013-04-01,102.74,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2013-05-01,101.92,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2013-06-01,100.57,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2013-07-01,105.48,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2013-08-01,106.16,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2013-09-01,104.08,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2013-10-01,99.83,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2013-11-01,95.4,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2013-12-01,100.61,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2014-01-01,101.94,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2014-02-01,104.36,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2014-03-01,103.81,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2014-04-01,102.53,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2014-05-01,102.92,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2014-06-01,106.38,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2014-07-01,105.51,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2014-08-01,100.24,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2014-09-01,94.71,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2014-10-01,83.36,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2014-11-01,77.88,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2014-12-01,59.88,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2015-01-01,50.32,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2015-02-01,52.19,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2015-03-01,54.29,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2015-04-01,60.47,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2015-05-01,64.06,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2015-06-01,59.88,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2015-07-01,52.08,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2015-08-01,45.49,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2015-09-01,45.63,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2015-10-01,42.07,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2015-11-01,40.4,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2015-12-01,35.37,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2016-01-01,30.78,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2016-02-01,31.67,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2016-03-01,36.81,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2016-04-01,40.26,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2016-05-01,44.02,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2016-06-01,46.72,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2016-07-01,44.18,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2016-08-01,43.75,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2016-09-01,44.23,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2016-10-01,48.24,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2016-11-01,46.46,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2016-12-01,51.42,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2017-01-01,51.78,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2017-02-01,52.91,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2017-03-01,50.62,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2017-04-01,50.42,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2017-05-01,48.91,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2017-06-01,47.76,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2017-07-01,48.58,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2017-08-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2017-09-01,55.51,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2017-10-01,NaN,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2017-11-01,62.41,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2017-12-01,63.85,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2018-01-01,65.72,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2018-02-01,65.47,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2018-03-01,66.73,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2018-04-01,67.56,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
2018-05-01,71.02,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_M/PRICE/ALL,ISA4990008.M
1978-01-01,14.04,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1979-01-01,19.18,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1980-01-01,29.57,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1981-01-01,34.32,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1982-01-01,35.65,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1983-01-01,30.95,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1984-01-01,30.61,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1985-01-01,25.35,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1986-01-01,13.06,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1987-01-01,17.88,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1988-01-01,14.04,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1989-01-01,17.96,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1990-01-01,22.49,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1991-01-01,18.49,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1992-01-01,18.54,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1993-01-01,16.62,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1994-01-01,15.83,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1995-01-01,17.17,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1996-01-01,20.86,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1997-01-01,18.11,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1998-01-01,12.36,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
1999-01-01,18.03,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
2000-01-01,27.54,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
2001-01-01,21.64,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
2002-01-01,25.01,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
2003-01-01,28.25,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
2004-01-01,38.01,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
2005-01-01,52.92,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
2006-01-01,60.51,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
2007-01-01,71.62,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
2008-01-01,94.38,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
2009-01-01,63.1,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
2010-01-01,79.65,model://EIA_LCICO_CS/US.OIL.EIA.ISA4990008_A/PRICE/ALL,ISA4990008.A
