PET.IVE3740008.M,,PET.IVE3740008.A,,PET.IVE2210008.M,,PET.IVE2210008.A,,PET.IUK4990008.M,,PET.IUK4990008.A,,PET.ISA6990008.M,,PET.ISA6990008.A,,PET.ISA4990008.M,,PET.ISA4990008.A,,PET.INI1500008.M,,PET.INI1500008.A,,PET.INI1410008.M,,PET.INI1410008.A,,PET.IMX2830008.M,,PET.IMX2830008.A,,PET.IMX2810008.M,,PET.IMX2810008.A,,PET.IGB0650008.M,,PET.IGB0650008.A,,PET.IEC0500008.M,,PET.IEC0500008.A,,PET.ICA2440008.M,,PET.ICA2440008.A,,PET.ICA2410008.M,,PET.ICA2410008.A,,PET.IAO0300008.M,,PET.IAO0300008.A,,PET.I61339000008.M,,PET.I61339000008.A,,PET.I47799000008.M,,PET.I47799000008.A,,PET.I42144000008.M,,PET.I42144000008.A,,PET.I36100000008.M,,PET.I36100000008.A,,PET.I25499000008.M,,PET.I25499000008.A,,PET.I19263000008.M,,PET.I19263000008.A,,PET.I17628000008.M,,PET.I17628000008.A,,PET.I11025000008.M,,PET.I11025000008.A,
2000-03-01,Null,,,2000-06-01,29.48,,,2000-03-01,Null,,,2009-08-01,69.84,,,2009-08-01,68.92,,,2004-01-01,33.09,,,2000-05-01,27.71,,,2000-06-01,30.77,,,2009-08-01,66.88,,,2000-03-01,Null,,,2009-08-01,69.27,,,2009-08-01,61.2,,,2008-12-01,31.1,,,2000-05-01,27.84,,,2009-08-01,68.17,,,2009-08-01,70.23,,,,,,,2009-08-01,69.51,,,2009-06-01,62.8,,,2009-08-01,66.5,,,,,,,,,,
2000-02-01,Null,,,2000-05-01,26.9,,,2000-02-01,Null,,,2009-07-01,67.51,,,2009-07-01,66.06,,,2003-12-01,32.67,,,2000-04-01,25.7,,,2000-05-01,28.51,,,2009-07-01,60,,,2000-02-01,30.31,,,2009-07-01,61.41,,,2009-07-01,60.1,,,2008-11-01,48.96,,,2000-04-01,24.33,,,2009-07-01,63.21,,,2009-07-01,64.58,,,,,,,2009-07-01,67.52,,,2009-05-01,56.99,,,2009-07-01,63.14,,,,,,,,,,
2000-01-01,Null,,,2000-04-01,24.71,,,2000-01-01,Null,,,2009-06-01,65.24,,,2009-06-01,67.89,,,2003-11-01,31.57,,,2000-03-01,29.61,,,2000-04-01,25.1,,,2009-06-01,63.46,,,2000-01-01,27.87,,,2009-06-01,65.42,,,2009-06-01,60.67,,,2008-10-01,69.41,,,2000-03-01,29.16,,,2009-06-01,64,,,2009-06-01,68.69,,,,,,,2009-06-01,66.59,,,2009-04-01,46.34,,,2009-06-01,64.76,,,,,,,,,,
1999-12-01,Null,,,2000-03-01,Null,,,1999-12-01,Null,,,2009-05-01,63.74,,,2009-05-01,61.88,,,2003-10-01,30.79,,,2000-02-01,28.26,,,2000-03-01,29.28,,,2009-05-01,55.68,,,1999-12-01,25.74,,,2009-05-01,53.79,,,2009-05-01,53.63,,,2008-09-01,92.67,,,2000-02-01,28.27,,,2009-05-01,58.3,,,2009-05-01,61.18,,,,,,,2009-05-01,62.08,,,2009-03-01,41.8,,,2009-05-01,56.69,,,,,,,,,,
1999-11-01,23.89,,,2000-02-01,Null,,,1999-11-01,Null,,,2009-04-01,58.53,,,2009-04-01,56.21,,,2003-09-01,29.99,,,2000-01-01,27.04,,,2000-02-01,28.92,,,2009-04-01,46.73,,,1999-11-01,25.43,,,2009-04-01,48.61,,,2009-04-01,45.91,,,2008-08-01,108.86,,,2000-01-01,Null,,,2009-04-01,49.22,,,2009-04-01,54.05,,,,,,,2009-04-01,58.46,,,2009-02-01,32.32,,,2009-04-01,49.82,,,,,,,,,,
1999-10-01,Null,,,2000-01-01,24.22,,,1999-10-01,Null,,,2009-03-01,53.48,,,2009-03-01,51.68,,,2003-08-01,31.09,,,1999-12-01,26.88,,,2000-01-01,26.21,,,2009-03-01,41.19,,,1999-10-01,23.02,,,2009-03-01,42.82,,,2009-03-01,43.32,,,2008-07-01,115.06,,,1999-12-01,25.53,,,2009-03-01,Null,,,2009-03-01,Null,,,,,,,2009-03-01,49.14,,,2009-01-01,28.28,,,2009-03-01,48.71,,,,,,,,,,
1999-09-01,22.19,,,1999-12-01,22.89,,,1999-09-01,22.79,,,2009-02-01,46.3,,,2009-02-01,44.3,,,2003-07-01,30.36,,,1999-11-01,23.29,,,1999-12-01,25.81,,,2009-02-01,37.69,,,1999-09-01,23.39,,,2009-02-01,33.63,,,2009-02-01,34.4,,,2008-06-01,108.84,,,1999-11-01,Null,,,2009-02-01,39.18,,,2009-02-01,Null,,,,,,,2009-02-01,42.61,,,,,,,2009-02-01,35.91,,,,,,,,,,
1999-08-01,19.84,,,1999-11-01,20.39,,,1999-08-01,19.89,,,2009-01-01,40,,,2009-01-01,38.7,,,2003-06-01,30.09,,,1999-10-01,23.37,,,1999-11-01,24.88,,,2009-01-01,37.72,,,1999-08-01,20.85,,,2009-01-01,30.89,,,2009-01-01,31.6,,,2008-05-01,104.4,,,1999-10-01,22.33,,,2009-01-01,37.66,,,2009-01-01,41.19,,,,,,,2009-01-01,43.58,,,,,,,2009-01-01,35.41,,,,,,,,,,
1999-07-01,Null,,,1999-10-01,17.71,,,1999-07-01,17.73,,,2008-12-01,37.42,,,2008-12-01,39.33,,,2003-05-01,29.34,,,1999-09-01,22.35,,,1999-10-01,22.31,,,2008-12-01,33.09,,,1999-07-01,19.57,,,2008-12-01,29.54,,,2008-12-01,29.2,,,2008-04-01,93.71,,,1999-09-01,22.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-01,15.8,,,1999-09-01,18.46,,,1999-06-01,16.62,,,2008-11-01,45,,,2008-11-01,48.26,,,2003-04-01,28.85,,,1999-08-01,20.02,,,1999-09-01,22.86,,,2008-11-01,41.16,,,1999-06-01,Null,,,2008-11-01,44.94,,,2008-11-01,43.94,,,2008-03-01,86.81,,,1999-08-01,20.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-01,15.76,,,1999-08-01,18.44,,,1999-05-01,16.6,,,2008-10-01,59.1,,,2008-10-01,62.44,,,2003-03-01,34.18,,,1999-07-01,18.89,,,1999-08-01,20.56,,,2008-10-01,63.81,,,1999-05-01,15.54,,,2008-10-01,69.96,,,2008-10-01,66.07,,,2008-02-01,72.67,,,1999-07-01,19.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-01,15.33,,,1999-07-01,16.73,,,1999-04-01,14.91,,,2008-09-01,73,,,2008-09-01,75.15,,,2003-02-01,Null,,,1999-06-01,16.84,,,1999-07-01,18.9,,,2008-09-01,92.48,,,1999-04-01,15.78,,,2008-09-01,93.55,,,2008-09-01,90.63,,,2008-01-01,68.13,,,1999-06-01,16.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-01,12.56,,,1999-06-01,14.33,,,1999-03-01,11.9,,,2008-08-01,96.85,,,2008-08-01,108.96,,,2003-01-01,32.73,,,1999-05-01,15.96,,,1999-06-01,16.18,,,2008-08-01,108.31,,,1999-03-01,14.12,,,2008-08-01,106.78,,,2008-08-01,106.99,,,2007-12-01,57.62,,,1999-05-01,16.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-01,Null,,,1999-05-01,12.01,,,1999-02-01,11.47,,,2008-07-01,110.97,,,2008-07-01,116.08,,,2002-12-01,29.82,,,1999-04-01,15.19,,,1999-05-01,16.22,,,2008-07-01,122.16,,,1999-02-01,11.19,,,2008-07-01,123.04,,,2008-07-01,117.54,,,2007-11-01,61.71,,,1999-04-01,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-01,10.41,,,1999-04-01,13.18,,,1999-01-01,11.34,,,2008-06-01,119.43,,,2008-06-01,129.66,,,2002-11-01,Null,,,1999-03-01,13.97,,,1999-04-01,15.89,,,2008-06-01,114.88,,,1999-01-01,11.72,,,2008-06-01,Null,,,2008-06-01,111.91,,,2007-10-01,55.98,,,1999-03-01,13.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-01,Null,,,1999-03-01,11.08,,,1998-12-01,Null,,,2008-05-01,126,,,2008-05-01,129.15,,,2002-10-01,Null,,,1999-02-01,10.57,,,1999-03-01,12.87,,,2008-05-01,102.73,,,1998-12-01,10.67,,,2008-05-01,Null,,,2008-05-01,106.84,,,2007-09-01,54.57,,,1999-02-01,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-11-01,Null,,,1999-02-01,Null,,,1998-11-01,13.37,,,2008-04-01,119.15,,,2008-04-01,119.11,,,2002-09-01,Null,,,1999-01-01,11.11,,,1999-02-01,10.71,,,2008-04-01,92.54,,,1998-11-01,11.31,,,2008-04-01,103.84,,,2008-04-01,97.35,,,2007-08-01,54.09,,,1999-01-01,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-01,Null,,,1999-01-01,Null,,,1998-10-01,13.42,,,2008-03-01,109.97,,,2008-03-01,108.62,,,2002-08-01,26,,,1998-12-01,Null,,,1999-01-01,11.36,,,2008-03-01,86.45,,,1998-10-01,12.75,,,2008-03-01,95.57,,,2008-03-01,91.01,,,2007-07-01,53.04,,,1998-12-01,10.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-01,Null,,,1998-12-01,Null,,,1998-09-01,13.52,,,2008-02-01,99.17,,,2008-02-01,98.31,,,2002-07-01,27.47,,,1998-11-01,11.68,,,1998-12-01,10.44,,,2008-02-01,79.04,,,1998-09-01,14.43,,,2008-02-01,87.8,,,2008-02-01,75.36,,,2007-06-01,48.42,,,1998-11-01,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-08-01,Null,,,1998-11-01,Null,,,1998-08-01,13.17,,,2008-01-01,93.85,,,2008-01-01,93.59,,,2002-06-01,25.78,,,1998-10-01,14.2,,,1998-11-01,12.18,,,2008-01-01,79.69,,,1998-08-01,12.7,,,2008-01-01,85.24,,,2008-01-01,70.29,,,2007-05-01,48.6,,,1998-10-01,12.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-07-01,11.54,,,1998-10-01,Null,,,1998-07-01,Null,,,2007-12-01,82.65,,,2007-12-01,85.01,,,2002-05-01,25.61,,,1998-09-01,14.48,,,1998-10-01,13.58,,,2007-12-01,78.91,,,1998-07-01,12.67,,,2007-12-01,84.31,,,2007-12-01,57.28,,,2007-04-01,45.77,,,1998-09-01,12.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-01,11.29,,,1998-09-01,Null,,,1998-06-01,Null,,,2007-11-01,85.02,,,2007-11-01,88.55,,,2002-04-01,27.17,,,1998-08-01,12.95,,,1998-09-01,14.01,,,2007-11-01,78.31,,,1998-06-01,12.27,,,2007-11-01,82.36,,,2007-11-01,69.58,,,2007-03-01,47.78,,,1998-08-01,12.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-05-01,11.97,,,1998-08-01,9.16,,,1998-05-01,14.18,,,2007-10-01,82.99,,,2007-10-01,87.86,,,2002-03-01,Null,,,1998-07-01,12.49,,,1998-08-01,12.61,,,2007-10-01,71.63,,,1998-05-01,15.11,,,2007-10-01,75.33,,,2007-10-01,58.67,,,2007-02-01,45.8,,,1998-07-01,12.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-04-01,12.8,,,1998-07-01,9.29,,,1998-04-01,15.2,,,2007-09-01,80,,,2007-09-01,82.95,,,2002-02-01,Null,,,1998-06-01,13.16,,,1998-07-01,13.03,,,2007-09-01,65.41,,,1998-04-01,14.28,,,2007-09-01,Null,,,2007-09-01,56.92,,,2007-01-01,40.02,,,1998-06-01,12.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-01,Null,,,1998-06-01,Null,,,1998-03-01,15.27,,,2007-08-01,73.1,,,2007-08-01,77.18,,,2002-01-01,Null,,,1998-05-01,15.18,,,1998-06-01,12.79,,,2007-08-01,61.34,,,1998-03-01,14.44,,,2007-08-01,Null,,,2007-08-01,56.41,,,2006-12-01,45.31,,,1998-05-01,14.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-02-01,Null,,,1998-05-01,Null,,,1998-02-01,Null,,,2007-07-01,69.97,,,2007-07-01,73.67,,,2001-12-01,Null,,,1998-04-01,14.55,,,1998-05-01,14.38,,,2007-07-01,64.25,,,1998-02-01,14.77,,,2007-07-01,68.73,,,2007-07-01,56.23,,,2006-11-01,40.51,,,1998-04-01,13.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-01-01,14.62,,,1998-04-01,11.16,,,1998-01-01,Null,,,2007-06-01,70.18,,,2007-06-01,70.51,,,2001-11-01,Null,,,1998-03-01,14.82,,,1998-04-01,14.18,,,2007-06-01,59.28,,,1998-01-01,16.34,,,2007-06-01,64.94,,,2007-06-01,51.33,,,2006-10-01,38.47,,,1998-03-01,13.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-01,Null,,,1998-03-01,10.81,,,1997-12-01,Null,,,2007-05-01,65.55,,,2007-05-01,68.08,,,2001-10-01,Null,,,1998-02-01,15.35,,,1998-03-01,13.77,,,2007-05-01,54.87,,,1997-12-01,17.83,,,2007-05-01,58.54,,,2007-05-01,49.76,,,2006-09-01,43.14,,,1998-02-01,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-11-01,17.95,,,1998-02-01,10.53,,,1997-11-01,Null,,,2007-04-01,60.57,,,2007-04-01,62.65,,,2001-09-01,Null,,,1998-01-01,16.76,,,1998-02-01,14.88,,,2007-04-01,53.14,,,1997-11-01,20.59,,,2007-04-01,57.73,,,2007-04-01,47.96,,,2006-08-01,57.84,,,1998-01-01,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-01,19.21,,,1998-01-01,11.82,,,1997-10-01,Null,,,2007-03-01,58.94,,,2007-03-01,57.91,,,2001-08-01,Null,,,1997-12-01,19.14,,,1998-01-01,16.01,,,2007-03-01,49.07,,,1997-10-01,20.48,,,2007-03-01,53.97,,,2007-03-01,48.72,,,2006-07-01,59.06,,,1997-12-01,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-01,18.36,,,1997-12-01,13.18,,,1997-09-01,19.4,,,2007-02-01,54.41,,,2007-02-01,55.67,,,2001-07-01,Null,,,1997-11-01,20.37,,,1997-12-01,17.71,,,2007-02-01,46.88,,,1997-09-01,Null,,,2007-02-01,53.59,,,2007-02-01,45.15,,,2006-06-01,53.45,,,1997-11-01,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-08-01,17.56,,,1997-11-01,Null,,,1997-08-01,19.44,,,2007-01-01,50.99,,,2007-01-01,51.79,,,2001-06-01,Null,,,1997-10-01,20.67,,,1997-11-01,19.42,,,2007-01-01,42.97,,,1997-08-01,Null,,,2007-01-01,49.06,,,2007-01-01,42.58,,,2006-05-01,57.83,,,1997-10-01,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-01,17.26,,,1997-10-01,Null,,,1997-07-01,18.73,,,2006-12-01,53.32,,,2006-12-01,54.89,,,2001-05-01,29.92,,,1997-09-01,20.3,,,1997-10-01,20.5,,,2006-12-01,48.76,,,1997-07-01,19.49,,,2006-12-01,52.3,,,2006-12-01,45.52,,,2006-04-01,51.89,,,1997-09-01,18.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-01,17.15,,,1997-09-01,Null,,,1997-06-01,19.63,,,2006-11-01,51.69,,,2006-11-01,54.25,,,2001-04-01,Null,,,1997-08-01,20.06,,,1997-09-01,19.05,,,2006-11-01,47.21,,,1997-06-01,Null,,,2006-11-01,50.03,,,2006-11-01,41.7,,,2006-03-01,37.79,,,1997-08-01,18.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-05-01,17.98,,,1997-08-01,16.12,,,1997-05-01,20.01,,,2006-10-01,53.02,,,2006-10-01,54.59,,,2001-03-01,27.16,,,1997-07-01,19.95,,,1997-08-01,19.18,,,2006-10-01,47.27,,,1997-05-01,Null,,,2006-10-01,51.38,,,2006-10-01,41.42,,,2006-02-01,33.1,,,1997-07-01,18.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-01,17.59,,,1997-07-01,Null,,,1997-04-01,19.4,,,2006-09-01,55.36,,,2006-09-01,58.16,,,2001-02-01,28.84,,,1997-06-01,19.14,,,1997-07-01,18.83,,,2006-09-01,51.05,,,1997-04-01,18.41,,,2006-09-01,55.53,,,2006-09-01,49.44,,,2006-01-01,40.39,,,1997-06-01,Null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-01,18.18,,,1997-06-01,Null,,,1997-03-01,23.59,,,2006-08-01,60.48,,,2006-08-01,63.27,,,2001-01-01,30.76,,,1997-05-01,19.98,,,1997-06-01,18.29,,,2006-08-01,59.55,,,1997-03-01,Null,,,2006-08-01,63.29,,,2006-08-01,59.54,,,2005-12-01,34.92,,,1997-05-01,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-02-01,20.11,,,1997-05-01,Null,,,1997-02-01,24.33,,,2006-07-01,63.98,,,2006-07-01,67.11,,,2000-12-01,31.12,,,1997-04-01,19.1,,,1997-05-01,19.88,,,2006-07-01,58.68,,,1997-02-01,20.97,,,2006-07-01,67.95,,,2006-07-01,59.97,,,2005-11-01,38.3,,,1997-04-01,17.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-01-01,23.89,,,1997-04-01,Null,,,1997-01-01,24.8,,,2006-06-01,65.49,,,2006-06-01,68.58,,,2000-11-01,33.46,,,1997-03-01,20.12,,,1997-04-01,18.98,,,2006-06-01,54.22,,,1997-01-01,24.6,,,2006-06-01,64.28,,,2006-06-01,55.61,,,2005-10-01,44.44,,,1997-03-01,19.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-01,24.28,,,1997-03-01,Null,,,1996-12-01,24.26,,,2006-05-01,64.27,,,2006-05-01,66.51,,,2000-10-01,32.9,,,1997-02-01,23.96,,,1997-03-01,20.2,,,2006-05-01,55.97,,,1996-12-01,Null,,,2006-05-01,64.13,,,2006-05-01,60.46,,,2005-09-01,46.29,,,1997-02-01,21.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-11-01,22.64,,,1997-02-01,16.7,,,1996-11-01,24.48,,,2006-04-01,62.02,,,2006-04-01,64.01,,,2000-09-01,32.86,,,1997-01-01,25.76,,,1997-02-01,22.63,,,2006-04-01,55.81,,,1996-11-01,24.79,,,2006-04-01,60.98,,,2006-04-01,50.34,,,2005-08-01,49.93,,,1997-01-01,23.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-01,23.42,,,1997-01-01,Null,,,1996-10-01,23.15,,,2006-03-01,58.73,,,2006-03-01,60.07,,,2000-08-01,31.91,,,1996-12-01,Null,,,1997-01-01,25.13,,,2006-03-01,49.36,,,1996-10-01,25.05,,,2006-03-01,53.76,,,2006-03-01,38.66,,,2005-07-01,45.05,,,1996-12-01,24.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-01,22.85,,,1996-12-01,Null,,,1996-09-01,22.07,,,2006-02-01,55.8,,,2006-02-01,57.35,,,2000-07-01,31.19,,,1996-11-01,Null,,,1996-12-01,25.1,,,2006-02-01,46.94,,,1996-09-01,23.84,,,2006-02-01,50.47,,,2006-02-01,36.85,,,2005-06-01,36.19,,,1996-11-01,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-08-01,20.98,,,1996-11-01,Null,,,1996-08-01,20.78,,,2006-01-01,55.08,,,2006-01-01,58.19,,,2000-06-01,31.22,,,1996-10-01,25.82,,,1996-11-01,23.55,,,2006-01-01,48.7,,,1996-08-01,21.39,,,2006-01-01,51.98,,,2006-01-01,39.87,,,2005-05-01,31.71,,,1996-10-01,23.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-07-01,19.98,,,1996-10-01,Null,,,1996-07-01,19.82,,,2005-12-01,52.9,,,2005-12-01,56.65,,,2000-05-01,25.86,,,1996-09-01,23.91,,,1996-10-01,25.11,,,2005-12-01,43.67,,,1996-07-01,18.91,,,2005-12-01,47.47,,,2005-12-01,36.56,,,2005-04-01,33.43,,,1996-09-01,22.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-01,19.25,,,1996-09-01,19.79,,,1996-06-01,20.55,,,2005-11-01,50.99,,,2005-11-01,54.95,,,2000-04-01,Null,,,1996-08-01,21.92,,,1996-09-01,24,,,2005-11-01,42.02,,,1996-06-01,19.85,,,2005-11-01,47.11,,,2005-11-01,39.89,,,2005-03-01,36.31,,,1996-08-01,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-05-01,20.57,,,1996-08-01,18.23,,,1996-05-01,21.4,,,2005-10-01,52.4,,,2005-10-01,56.62,,,2000-03-01,29.58,,,1996-07-01,20.92,,,1996-08-01,21.86,,,2005-10-01,47.05,,,1996-05-01,20.66,,,2005-10-01,52.93,,,2005-10-01,45.88,,,2005-02-01,31.51,,,1996-07-01,20.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-01,22.03,,,1996-07-01,18.2,,,1996-04-01,20.87,,,2005-09-01,54.86,,,2005-09-01,60.57,,,2000-02-01,28.4,,,1996-06-01,20.19,,,1996-07-01,20.91,,,2005-09-01,50.82,,,1996-04-01,22.27,,,2005-09-01,56.91,,,2005-09-01,48,,,2005-01-01,32.08,,,1996-06-01,19.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-01,20.45,,,1996-06-01,16.71,,,1996-03-01,18.8,,,2005-08-01,58.45,,,2005-08-01,61.94,,,2000-01-01,25.64,,,1996-05-01,20.55,,,1996-06-01,20,,,2005-08-01,48.83,,,1996-03-01,21.55,,,2005-08-01,56.25,,,2005-08-01,50.97,,,2004-12-01,26.14,,,1996-05-01,20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-02-01,17.96,,,1996-05-01,16.79,,,1996-02-01,19.31,,,2005-07-01,57.01,,,2005-07-01,58.34,,,1999-12-01,Null,,,1996-04-01,22.88,,,1996-05-01,20.6,,,2005-07-01,44.98,,,1996-02-01,19.33,,,2005-07-01,52.57,,,2005-07-01,46.56,,,2004-11-01,35.01,,,1996-04-01,21.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-01,17.61,,,1996-04-01,19.38,,,1996-01-01,18.41,,,2005-06-01,52.3,,,2005-06-01,54.23,,,1999-11-01,Null,,,1996-03-01,21.52,,,1996-04-01,22.36,,,2005-06-01,43.75,,,1996-01-01,Null,,,2005-06-01,46.95,,,2005-06-01,38.26,,,2004-10-01,38.04,,,1996-03-01,20.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1996-03-01,18.23,,,1995-12-01,18.43,,,2005-05-01,46.29,,,2005-05-01,47.87,,,1999-10-01,Null,,,1996-02-01,19.55,,,1996-03-01,20.96,,,2005-05-01,39.62,,,,,,,2005-05-01,42.04,,,2005-05-01,33.01,,,2004-09-01,35.14,,,1996-02-01,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1996-02-01,16,,,1995-11-01,17.57,,,2005-04-01,46.15,,,2005-04-01,48.83,,,1999-09-01,22.35,,,1996-01-01,19.75,,,1996-02-01,18.68,,,2005-04-01,38.91,,,,,,,2005-04-01,44.1,,,2005-04-01,34.76,,,2004-08-01,33.35,,,1996-01-01,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1996-01-01,14.31,,,1995-10-01,17.33,,,2005-03-01,45.95,,,2005-03-01,47.3,,,1999-08-01,Null,,,,,,,1996-01-01,18.97,,,2005-03-01,37.52,,,,,,,2005-03-01,45.24,,,2005-03-01,35.35,,,2004-07-01,31.33,,,1995-12-01,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1995-09-01,17.43,,,2005-02-01,42.25,,,2005-02-01,44.78,,,1999-07-01,Null,,,,,,,,,,,2005-02-01,32.63,,,,,,,2005-02-01,36.47,,,2005-02-01,31.28,,,2004-06-01,29.42,,,1995-11-01,16.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1995-08-01,17.41,,,2005-01-01,39.94,,,2005-01-01,42.45,,,1999-06-01,Null,,,,,,,,,,,2005-01-01,30.86,,,,,,,2005-01-01,34.14,,,2005-01-01,29.7,,,2004-05-01,28.78,,,1995-10-01,16.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1995-07-01,17.44,,,2004-12-01,37.35,,,2004-12-01,38.39,,,1999-05-01,16.94,,,,,,,,,,,2004-12-01,28.05,,,,,,,2004-12-01,31.09,,,2004-12-01,27.29,,,2004-04-01,27.62,,,1995-09-01,16.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1995-06-01,19.16,,,2004-11-01,37.51,,,2004-11-01,41.47,,,1999-04-01,13.78,,,,,,,,,,,2004-11-01,32.04,,,,,,,2004-11-01,37.27,,,2004-11-01,32.77,,,2004-03-01,28.44,,,1995-08-01,16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1995-05-01,19.19,,,2004-10-01,41.52,,,2004-10-01,45.75,,,1999-03-01,13.4,,,,,,,,,,,2004-10-01,39.56,,,,,,,2004-10-01,42.69,,,2004-10-01,38.2,,,2004-02-01,27.58,,,1995-07-01,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1995-04-01,18.47,,,2004-09-01,41.5,,,2004-09-01,44.85,,,1999-02-01,Null,,,,,,,,,,,2004-09-01,34.15,,,,,,,2004-09-01,37.79,,,2004-09-01,34.1,,,2004-01-01,26.11,,,1995-06-01,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1995-03-01,18.07,,,2004-08-01,41.1,,,2004-08-01,42.84,,,1999-01-01,11.06,,,,,,,,,,,2004-08-01,33.17,,,,,,,2004-08-01,38.74,,,2004-08-01,34.66,,,2003-12-01,23.81,,,1995-05-01,18.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1995-02-01,17.75,,,2004-07-01,38.08,,,2004-07-01,40.22,,,1998-12-01,11.03,,,,,,,,,,,2004-07-01,32.03,,,,,,,2004-07-01,36.61,,,2004-07-01,32.31,,,2003-11-01,22,,,1995-04-01,18.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1995-01-01,17.5,,,2004-06-01,35.93,,,2004-06-01,35.96,,,1998-11-01,11.9,,,,,,,,,,,2004-06-01,30.09,,,,,,,2004-06-01,33.4,,,2004-06-01,30.26,,,2003-10-01,22.44,,,1995-03-01,17.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1994-12-01,17.59,,,2004-05-01,33.54,,,2004-05-01,35.98,,,1998-10-01,Null,,,,,,,,,,,2004-05-01,32.04,,,,,,,2004-05-01,35.7,,,2004-05-01,29.21,,,2003-09-01,22.52,,,1995-02-01,17.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
