PET.IVE3740008.M,,PET.IVE3740008.A,,PET.IVE2210008.M,,PET.IVE2210008.A,,PET.IUK4990008.M,,PET.IUK4990008.A,,PET.ISA6990008.M,,PET.ISA6990008.A,,PET.ISA4990008.M,,PET.ISA4990008.A,,PET.INI1500008.M,,PET.INI1500008.A,,PET.INI1410008.M,,PET.INI1410008.A,,PET.IMX2830008.M,,PET.IMX2830008.A,,PET.IMX2810008.M,,PET.IMX2810008.A,,PET.IGB0650008.M,,PET.IGB0650008.A,,PET.IEC0500008.M,,PET.IEC0500008.A,,PET.ICA2440008.M,,PET.ICA2440008.A,,PET.ICA2410008.M,,PET.ICA2410008.A,,PET.IAO0300008.M,,PET.IAO0300008.A,,PET.I61339000008.M,,PET.I61339000008.A,,PET.I47799000008.M,,PET.I47799000008.A,,PET.I42144000008.M,,PET.I42144000008.A,,PET.I36100000008.M,,PET.I36100000008.A,,PET.I25499000008.M,,PET.I25499000008.A,,PET.I19263000008.M,,PET.I19263000008.A,,PET.I17628000008.M,,PET.I17628000008.A,,PET.I11025000008.M,,PET.I11025000008.A,
2004-05-01,Null,,,2004-08-01,35.24,,,2004-05-01,37.9,,,2013-10-01,98.01,,,2013-10-01,99.83,,,2008-03-01,110.74,,,2004-07-01,Null,,,2004-08-01,43.76,,,2013-10-01,93.23,,,2004-05-01,Null,,,2013-10-01,102.57,,,2013-10-01,79.1,,,2013-02-01,65.41,,,2004-07-01,Null,,,2013-10-01,Null,,,2013-10-01,102.91,,,2010-08-01,79.29,,,2013-10-01,102.25,,,2013-09-01,101.59,,,2013-10-01,93.38,,,2010-03-01,79.72,,,2011-01-01,99.12,,
2004-04-01,Null,,,2004-07-01,Null,,,2004-04-01,35.77,,,2013-09-01,99.3,,,2013-09-01,104.08,,,2008-02-01,97.66,,,2004-06-01,38.47,,,2004-07-01,Null,,,2013-09-01,99.56,,,2004-04-01,35.77,,,2013-09-01,105.09,,,2013-09-01,88.54,,,2013-01-01,67.03,,,2004-06-01,Null,,,2013-09-01,103.14,,,2013-09-01,105.28,,,2010-07-01,80.84,,,2013-09-01,105.37,,,2013-08-01,103.06,,,2013-09-01,101.28,,,2010-02-01,76.04,,,2010-12-01,95.75,,
2004-03-01,Null,,,2004-06-01,33.46,,,2004-03-01,37.25,,,2013-08-01,102.59,,,2013-08-01,106.16,,,2008-01-01,99.18,,,2004-05-01,40.05,,,2004-06-01,Null,,,2013-08-01,100.35,,,2004-03-01,Null,,,2013-08-01,107.51,,,2013-08-01,94.4,,,2012-12-01,74.71,,,2004-05-01,Null,,,2013-08-01,Null,,,2013-08-01,107.74,,,2010-06-01,78.18,,,2013-08-01,103.06,,,2013-07-01,104.38,,,2013-08-01,103.23,,,2010-01-01,71.02,,,2010-11-01,90.09,,
2004-02-01,Null,,,2004-05-01,Null,,,2004-02-01,34.33,,,2013-07-01,102.02,,,2013-07-01,105.48,,,2007-12-01,Null,,,2004-04-01,36.42,,,2004-05-01,Null,,,2013-07-01,100.17,,,2004-02-01,Null,,,2013-07-01,106.94,,,2013-07-01,90.7,,,2012-11-01,80.99,,,2004-04-01,Null,,,2013-07-01,Null,,,2013-07-01,108.02,,,2010-05-01,78.01,,,2013-07-01,100.5,,,2013-06-01,Null,,,2013-07-01,94.96,,,2009-12-01,75.5,,,2010-10-01,86.77,,
2004-01-01,Null,,,2004-04-01,Null,,,2004-01-01,Null,,,2013-06-01,101.07,,,2013-06-01,100.57,,,2007-11-01,95.14,,,2004-03-01,36.33,,,2004-04-01,Null,,,2013-06-01,96.8,,,2004-01-01,33.79,,,2013-06-01,101.61,,,2013-06-01,80.69,,,2012-10-01,84.38,,,2004-03-01,Null,,,2013-06-01,Null,,,2013-06-01,104.42,,,2010-04-01,87.34,,,2013-06-01,99.25,,,2013-05-01,Null,,,2013-06-01,91.76,,,2009-11-01,73.06,,,2010-09-01,82.12,,
2003-12-01,Null,,,2004-03-01,31.4,,,2003-12-01,Null,,,2013-05-01,100.87,,,2013-05-01,101.92,,,2007-10-01,90.44,,,2004-02-01,35.32,,,2004-03-01,Null,,,2013-05-01,98.83,,,2003-12-01,32.17,,,2013-05-01,104.42,,,2013-05-01,81.32,,,2012-09-01,79.3,,,2004-02-01,Null,,,2013-05-01,Null,,,2013-05-01,104.44,,,2010-03-01,83.68,,,2013-05-01,99.31,,,2013-04-01,Null,,,2013-05-01,92.97,,,2009-10-01,74.4,,,2010-08-01,78.25,,
2003-11-01,Null,,,2004-02-01,Null,,,2003-11-01,32.71,,,2013-04-01,102.71,,,2013-04-01,102.74,,,2007-09-01,82.87,,,2004-01-01,33.86,,,2004-02-01,Null,,,2013-04-01,99.38,,,2003-11-01,30.65,,,2013-04-01,104.18,,,2013-04-01,75.11,,,2012-08-01,71.25,,,2004-01-01,Null,,,2013-04-01,Null,,,2013-04-01,103.93,,,2010-02-01,80.31,,,2013-04-01,101.56,,,2013-03-01,Null,,,2013-04-01,86.95,,,2009-09-01,67.97,,,2010-07-01,78.56,,
2003-10-01,Null,,,2004-01-01,Null,,,2003-10-01,Null,,,2013-03-01,106.19,,,2013-03-01,108.65,,,2007-08-01,77.15,,,2003-12-01,32.87,,,2004-01-01,Null,,,2013-03-01,104.26,,,2003-10-01,31.09,,,2013-03-01,105.47,,,2013-03-01,68.64,,,2012-07-01,73.12,,,2003-12-01,Null,,,2013-03-01,Null,,,2013-03-01,112.5,,,2010-01-01,78.33,,,2013-03-01,107.92,,,2013-02-01,102.61,,,2013-03-01,86.55,,,2009-08-01,67.07,,,2010-06-01,77.43,,
2003-09-01,Null,,,2003-12-01,Null,,,2003-09-01,29.54,,,2013-02-01,105.93,,,2013-02-01,108.62,,,2007-07-01,81.61,,,2003-11-01,Null,,,2003-12-01,Null,,,2013-02-01,107,,,2003-09-01,Null,,,2013-02-01,108.86,,,2013-02-01,62.5,,,2012-06-01,77.26,,,2003-11-01,Null,,,2013-02-01,Null,,,2013-02-01,113.78,,,2009-12-01,77.6,,,2013-02-01,107.04,,,2013-01-01,105.34,,,2013-02-01,87.48,,,2009-07-01,63.14,,,2010-05-01,76.36,,
2003-08-01,Null,,,2003-11-01,Null,,,2003-08-01,30.56,,,2013-01-01,106.59,,,2013-01-01,110.26,,,2007-06-01,Null,,,2003-10-01,29.12,,,2003-11-01,29.92,,,2013-01-01,98.28,,,2003-08-01,30.97,,,2013-01-01,107.27,,,2013-01-01,65.93,,,2012-05-01,76.68,,,2003-10-01,Null,,,2013-01-01,Null,,,2013-01-01,110.22,,,2009-11-01,79.79,,,2013-01-01,105.05,,,2012-12-01,Null,,,2013-01-01,80.49,,,2009-06-01,62.88,,,2010-04-01,81.78,,
2003-07-01,Null,,,2003-10-01,Null,,,2003-07-01,30.28,,,2012-12-01,105.94,,,2012-12-01,107.18,,,2007-05-01,74.03,,,2003-09-01,28.16,,,2003-10-01,Null,,,2012-12-01,92.04,,,2003-07-01,30.39,,,2012-12-01,102.97,,,2012-12-01,63.23,,,2012-04-01,79.57,,,2003-09-01,27.42,,,2012-12-01,92.97,,,2012-12-01,107.38,,,2009-10-01,77.29,,,2012-12-01,103.39,,,2012-11-01,Null,,,2012-12-01,78.39,,,2009-05-01,60.75,,,2010-03-01,83.49,,
2003-06-01,Null,,,2003-09-01,Null,,,2003-06-01,30.1,,,2012-11-01,104.35,,,2012-11-01,108.14,,,2007-04-01,69.87,,,2003-08-01,31.2,,,2003-09-01,Null,,,2012-11-01,91.73,,,2003-06-01,29.18,,,2012-11-01,100.51,,,2012-11-01,75.72,,,2012-03-01,85.46,,,2003-08-01,Null,,,2012-11-01,94.37,,,2012-11-01,108.6,,,2009-09-01,71.8,,,2012-11-01,103.82,,,2012-10-01,Null,,,2012-11-01,85.97,,,2009-04-01,49.09,,,2010-02-01,77.54,,
2003-05-01,Null,,,2003-08-01,Null,,,2003-05-01,27.04,,,2012-10-01,104.9,,,2012-10-01,106.24,,,2007-03-01,66.32,,,2003-07-01,Null,,,2003-08-01,Null,,,2012-10-01,96.84,,,2003-05-01,Null,,,2012-10-01,102.97,,,2012-10-01,80.77,,,2012-02-01,87.52,,,2003-07-01,Null,,,2012-10-01,101.23,,,2012-10-01,109.12,,,2009-08-01,74.37,,,2012-10-01,104.51,,,2012-09-01,101.54,,,2012-10-01,87.67,,,2009-03-01,43.91,,,2010-01-01,79.21,,
2003-04-01,Null,,,2003-07-01,Null,,,2003-04-01,30.36,,,2012-09-01,104.71,,,2012-09-01,108.35,,,2007-02-01,Null,,,2003-06-01,29.4,,,2003-07-01,Null,,,2012-09-01,101.33,,,2003-04-01,27.31,,,2012-09-01,104.34,,,2012-09-01,81.47,,,2012-01-01,91.13,,,2003-06-01,Null,,,2012-09-01,104.51,,,2012-09-01,109.03,,,2009-07-01,72.32,,,2012-09-01,105.67,,,2012-08-01,Null,,,2012-09-01,91.92,,,2009-02-01,36.04,,,2009-12-01,77.68,,
2003-03-01,Null,,,2003-06-01,Null,,,2003-03-01,Null,,,2012-08-01,101.4,,,2012-08-01,107.18,,,2007-01-01,59.87,,,2003-05-01,28.35,,,2003-06-01,Null,,,2012-08-01,99.69,,,2003-03-01,29.94,,,2012-08-01,Null,,,2012-08-01,72.72,,,2011-12-01,91.05,,,2003-05-01,27.23,,,2012-08-01,102.57,,,2012-08-01,107.48,,,2009-06-01,67.26,,,2012-08-01,105.05,,,2012-07-01,93.38,,,2012-08-01,82.3,,,2009-01-01,33.22,,,2009-11-01,78.33,,
2003-02-01,Null,,,2003-05-01,Null,,,2003-02-01,36.85,,,2012-07-01,97.99,,,2012-07-01,100.3,,,2006-12-01,62.46,,,2003-04-01,31.6,,,2003-05-01,Null,,,2012-07-01,93.4,,,2003-02-01,35.63,,,2012-07-01,97.38,,,2012-07-01,68.04,,,2011-11-01,85.28,,,2003-04-01,26.97,,,2012-07-01,94.66,,,2012-07-01,100.22,,,2009-05-01,62.03,,,2012-07-01,97.96,,,2012-06-01,89.69,,,2012-07-01,80.88,,,,,,,2009-10-01,77.4,,
2003-01-01,Null,,,2003-04-01,Null,,,2003-01-01,32.08,,,2012-06-01,101.93,,,2012-06-01,97.79,,,2006-11-01,63.92,,,2003-03-01,35.38,,,2003-04-01,26.33,,,2012-06-01,88.74,,,2003-01-01,33.46,,,2012-06-01,97.06,,,2012-06-01,73.01,,,2011-10-01,78.81,,,2003-03-01,32.48,,,2012-06-01,Null,,,2012-06-01,100.25,,,2009-04-01,64.14,,,2012-06-01,95.96,,,2012-05-01,104.36,,,2012-06-01,80.87,,,,,,,2009-09-01,70.74,,
2002-12-01,Null,,,2003-03-01,Null,,,2002-12-01,27.43,,,2012-05-01,107.65,,,2012-05-01,107.1,,,2006-10-01,Null,,,2003-02-01,Null,,,2003-03-01,31.74,,,2012-05-01,101.83,,,2002-12-01,Null,,,2012-05-01,104.91,,,2012-05-01,76.28,,,2011-09-01,76.95,,,2003-02-01,35.73,,,2012-05-01,Null,,,2012-05-01,112.6,,,2009-03-01,54.48,,,2012-05-01,108.94,,,2012-04-01,111.82,,,2012-05-01,86.01,,,,,,,2009-08-01,72.37,,
2002-11-01,Null,,,2003-02-01,Null,,,2002-11-01,27.99,,,2012-04-01,115.8,,,2012-04-01,115.43,,,2006-09-01,67.03,,,2003-01-01,31.83,,,2003-02-01,33.88,,,2012-04-01,109.11,,,2002-11-01,Null,,,2012-04-01,116.29,,,2012-04-01,75.99,,,2011-08-01,74.39,,,2003-01-01,32.75,,,2012-04-01,Null,,,2012-04-01,117.35,,,2009-02-01,46.44,,,2012-04-01,118.56,,,2012-03-01,112.95,,,2012-04-01,87.31,,,,,,,2009-07-01,66.86,,
2002-10-01,Null,,,2003-01-01,Null,,,2002-10-01,29.42,,,2012-03-01,115.52,,,2012-03-01,120.54,,,2006-08-01,75.16,,,2002-12-01,30.29,,,2003-01-01,32.02,,,2012-03-01,112.53,,,2002-10-01,29.03,,,2012-03-01,116.34,,,2012-03-01,79.27,,,2011-07-01,81.07,,,2002-12-01,29.62,,,2012-03-01,115.51,,,2012-03-01,122.56,,,2009-01-01,47.96,,,2012-03-01,115.53,,,2012-02-01,105.1,,,2012-03-01,88.8,,,,,,,2009-06-01,67.82,,
2002-09-01,Null,,,2002-12-01,Null,,,2002-09-01,27.25,,,2012-02-01,112.8,,,2012-02-01,116.39,,,2006-07-01,Null,,,2002-11-01,27.19,,,2002-12-01,Null,,,2012-02-01,109.38,,,2002-09-01,Null,,,2012-02-01,107.93,,,2012-02-01,87.11,,,2011-06-01,85.86,,,2002-11-01,Null,,,2012-02-01,Null,,,2012-02-01,116.61,,,,,,,2012-02-01,113.2,,,2012-01-01,Null,,,2012-02-01,95.69,,,,,,,2009-05-01,62.53,,
2002-08-01,Null,,,2002-11-01,Null,,,2002-08-01,27,,,2012-01-01,109.79,,,2012-01-01,110.94,,,2006-06-01,Null,,,2002-10-01,28.25,,,2002-11-01,Null,,,2012-01-01,106.58,,,2002-08-01,Null,,,2012-01-01,111.67,,,2012-01-01,90.71,,,2011-05-01,89.69,,,2002-10-01,27.85,,,2012-01-01,Null,,,2012-01-01,109.74,,,,,,,2012-01-01,113.13,,,2011-12-01,Null,,,2012-01-01,98.48,,,,,,,2009-04-01,55.82,,
2002-07-01,Null,,,2002-10-01,Null,,,2002-07-01,26.57,,,2011-12-01,108.19,,,2011-12-01,108.16,,,2006-05-01,72.37,,,2002-09-01,29.34,,,2002-10-01,Null,,,2011-12-01,104.7,,,2002-07-01,26.62,,,2011-12-01,Null,,,2011-12-01,90.86,,,2011-04-01,89.26,,,2002-09-01,28.85,,,2011-12-01,Null,,,2011-12-01,108.48,,,,,,,2011-12-01,104.68,,,2011-11-01,112.89,,,2011-12-01,98.07,,,,,,,2009-03-01,51.22,,
2002-06-01,Null,,,2002-09-01,23.65,,,2002-06-01,25.71,,,2011-11-01,106.55,,,2011-11-01,109.48,,,2006-04-01,Null,,,2002-08-01,27.47,,,2002-09-01,Null,,,2011-11-01,106.52,,,2002-06-01,Null,,,2011-11-01,117.29,,,2011-11-01,90.87,,,2011-03-01,81.52,,,2002-08-01,27.06,,,2011-11-01,107.71,,,2011-11-01,111.28,,,,,,,2011-11-01,109.43,,,2011-10-01,103.66,,,2011-11-01,95.38,,,,,,,2009-02-01,45.45,,
2002-05-01,Null,,,2002-08-01,23.78,,,2002-05-01,Null,,,2011-10-01,108.23,,,2011-10-01,108.09,,,2006-03-01,Null,,,2002-07-01,26.8,,,2002-08-01,27.22,,,2011-10-01,99.9,,,2002-05-01,Null,,,2011-10-01,105.45,,,2011-10-01,80.98,,,2011-02-01,73.64,,,2002-07-01,25.54,,,2011-10-01,101.91,,,2011-10-01,111.3,,,,,,,2011-10-01,104.69,,,2011-09-01,94.78,,,2011-10-01,91.31,,,,,,,2009-01-01,44.17,,
2002-04-01,Null,,,2002-07-01,23.63,,,2002-04-01,Null,,,2011-09-01,107.91,,,2011-09-01,112.01,,,2006-02-01,Null,,,2002-06-01,25.74,,,2002-07-01,26.34,,,2011-09-01,97.65,,,2002-04-01,26.15,,,2011-09-01,99.62,,,2011-09-01,75.34,,,2011-01-01,75.94,,,2002-06-01,Null,,,2011-09-01,Null,,,2011-09-01,113.19,,,,,,,2011-09-01,106,,,2011-08-01,90.74,,,2011-09-01,90.34,,,,,,,,,,
2002-03-01,Null,,,2002-06-01,Null,,,2002-03-01,24.02,,,2011-08-01,107.92,,,2011-08-01,109.85,,,2006-01-01,Null,,,2002-05-01,26.47,,,2002-06-01,24.76,,,2011-08-01,96.6,,,2002-03-01,25.53,,,2011-08-01,97.24,,,2011-08-01,71.95,,,2010-12-01,74.54,,,2002-05-01,25.39,,,2011-08-01,98.92,,,2011-08-01,111.15,,,,,,,2011-08-01,106.94,,,2011-07-01,Null,,,2011-08-01,91.87,,,,,,,,,,
2002-02-01,Null,,,2002-05-01,Null,,,2002-02-01,20.84,,,2011-07-01,109.08,,,2011-07-01,112.08,,,2005-12-01,61.8,,,2002-04-01,26.67,,,2002-05-01,25.93,,,2011-07-01,103.12,,,2002-02-01,21.2,,,2011-07-01,101.38,,,2011-07-01,82.56,,,2010-11-01,72.68,,,2002-04-01,Null,,,2011-07-01,103.8,,,2011-07-01,114.97,,,,,,,2011-07-01,109.84,,,2011-06-01,98.74,,,2011-07-01,96.81,,,,,,,,,,
2002-01-01,Null,,,2002-04-01,Null,,,2002-01-01,Null,,,2011-06-01,108.16,,,2011-06-01,110.36,,,2005-11-01,Null,,,2002-03-01,23.45,,,2002-04-01,26.07,,,2011-06-01,101.48,,,2002-01-01,Null,,,2011-06-01,102.97,,,2011-06-01,83.98,,,2010-10-01,61.2,,,2002-03-01,22.9,,,2011-06-01,102.16,,,2011-06-01,111.33,,,,,,,2011-06-01,106.64,,,2011-05-01,105.63,,,2011-06-01,102.16,,,,,,,,,,
2001-12-01,Null,,,2002-03-01,Null,,,2001-12-01,Null,,,2011-05-01,111.26,,,2011-05-01,112.23,,,2005-10-01,Null,,,2002-02-01,21.8,,,2002-03-01,23.87,,,2011-05-01,102.22,,,2001-12-01,19.63,,,2011-05-01,111.83,,,2011-05-01,90.23,,,2010-09-01,59.9,,,2002-02-01,20.24,,,2011-05-01,103.4,,,2011-05-01,114.54,,,,,,,2011-05-01,108.48,,,2011-04-01,111.03,,,2011-05-01,107.52,,,,,,,,,,
2001-11-01,Null,,,2002-02-01,Null,,,2001-11-01,Null,,,2011-04-01,110.79,,,2011-04-01,117.81,,,2005-09-01,Null,,,2002-01-01,20.16,,,2002-02-01,20.15,,,2011-04-01,107.24,,,2001-11-01,19.61,,,2011-04-01,116.25,,,2011-04-01,90.64,,,2010-08-01,64.85,,,2002-01-01,18.79,,,2011-04-01,107.43,,,2011-04-01,121.22,,,,,,,2011-04-01,112.4,,,2011-03-01,Null,,,2011-04-01,109.46,,,,,,,,,,
2001-10-01,Null,,,2002-01-01,16.3,,,2001-10-01,20.93,,,2011-03-01,107.72,,,2011-03-01,110.02,,,2005-08-01,66.99,,,2001-12-01,20.49,,,2002-01-01,19.16,,,2011-03-01,99.18,,,2001-10-01,21.91,,,2011-03-01,104.26,,,2011-03-01,81.32,,,2010-07-01,67.26,,,2001-12-01,18.11,,,2011-03-01,100.56,,,2011-03-01,115.4,,,,,,,2011-03-01,106.81,,,2011-02-01,86.62,,,2011-03-01,101.63,,,,,,,,,,
2001-09-01,Null,,,2001-12-01,Null,,,2001-09-01,Null,,,2011-02-01,103.36,,,2011-02-01,104.49,,,2005-07-01,60.23,,,2001-11-01,20.8,,,2001-12-01,18.78,,,2011-02-01,86.8,,,2001-09-01,Null,,,2011-02-01,90.66,,,2011-02-01,67.86,,,2010-06-01,64.28,,,2001-11-01,Null,,,2011-02-01,89.36,,,2011-02-01,101.07,,,,,,,2011-02-01,98.56,,,2011-01-01,82.99,,,2011-02-01,89.93,,,,,,,,,,
2001-08-01,Null,,,2001-11-01,Null,,,2001-08-01,26.17,,,2011-01-01,95.5,,,2011-01-01,98.7,,,2005-06-01,58.27,,,2001-10-01,22.85,,,2001-11-01,18.76,,,2011-01-01,82.41,,,2001-08-01,27.15,,,2011-01-01,86.39,,,2011-01-01,74.85,,,2010-05-01,66.16,,,2001-10-01,20.41,,,2011-01-01,82.8,,,2011-01-01,94.96,,,,,,,2011-01-01,102.25,,,2010-12-01,83.5,,,2011-01-01,88.19,,,,,,,,,,
2001-07-01,Null,,,2001-10-01,15.15,,,2001-07-01,26.24,,,2010-12-01,89.64,,,2010-12-01,91.44,,,2005-05-01,52.46,,,2001-09-01,25.81,,,2001-10-01,21.13,,,2010-12-01,79.88,,,2001-07-01,25.63,,,2010-12-01,85.72,,,2010-12-01,78.75,,,2010-04-01,75.61,,,2001-09-01,24.87,,,2010-12-01,79.56,,,2010-12-01,90.86,,,,,,,2010-12-01,92.01,,,2010-11-01,78.27,,,2010-12-01,85.38,,,,,,,,,,
2001-06-01,Null,,,2001-09-01,19.3,,,2001-06-01,Null,,,2010-11-01,84.39,,,2010-11-01,85.07,,,2005-04-01,54.44,,,2001-08-01,27.46,,,2001-09-01,24.89,,,2010-11-01,75.29,,,2001-06-01,28.77,,,2010-11-01,82.32,,,2010-11-01,72.63,,,2010-03-01,73.06,,,2001-08-01,25.38,,,2010-11-01,76.27,,,2010-11-01,84.33,,,,,,,2010-11-01,84.35,,,2010-10-01,76.09,,,2010-11-01,81.53,,,,,,,,,,
2001-05-01,Null,,,2001-08-01,21.57,,,2001-05-01,28.26,,,2010-10-01,80.88,,,2010-10-01,82.66,,,2005-03-01,55.61,,,2001-07-01,26.58,,,2001-08-01,25.84,,,2010-10-01,72.97,,,2001-05-01,29.33,,,2010-10-01,77.58,,,2010-10-01,59.2,,,2010-02-01,70.98,,,2001-07-01,25.19,,,2010-10-01,73.47,,,2010-10-01,81.62,,,,,,,2010-10-01,81.2,,,2010-09-01,68.79,,,2010-10-01,75.96,,,,,,,,,,
2001-04-01,Null,,,2001-07-01,Null,,,2001-04-01,26.29,,,2010-09-01,77.73,,,2010-09-01,76.59,,,2005-02-01,48.96,,,2001-06-01,29.03,,,2001-07-01,24.9,,,2010-09-01,68.27,,,2001-04-01,27.48,,,2010-09-01,72.21,,,2010-09-01,60.17,,,2010-01-01,70.25,,,2001-06-01,27.06,,,2010-09-01,68.77,,,2010-09-01,78.35,,,,,,,2010-09-01,76.06,,,2010-08-01,Null,,,2010-09-01,73.75,,,,,,,,,,
2001-03-01,Null,,,2001-06-01,20.16,,,2001-03-01,Null,,,2010-08-01,75.26,,,2010-08-01,76.63,,,2005-01-01,46.11,,,2001-05-01,28.92,,,2001-06-01,26.59,,,2010-08-01,68.41,,,2001-03-01,25.65,,,2010-08-01,72.21,,,2010-08-01,65.77,,,2009-12-01,65.65,,,2001-05-01,28.15,,,2010-08-01,69.23,,,2010-08-01,Null,,,,,,,2010-08-01,76.69,,,2010-07-01,70.87,,,2010-08-01,74.09,,,,,,,,,,
2001-02-01,Null,,,2001-05-01,22.77,,,2001-02-01,29.58,,,2010-07-01,74.13,,,2010-07-01,75.82,,,2004-12-01,44.72,,,2001-04-01,26.75,,,2001-05-01,27.41,,,2010-07-01,67.51,,,2001-02-01,27.89,,,2010-07-01,73.03,,,2010-07-01,68.67,,,2009-11-01,67.76,,,2001-04-01,26.1,,,2010-07-01,68.01,,,2010-07-01,77.03,,,,,,,2010-07-01,73.76,,,2010-06-01,66.6,,,2010-07-01,73.66,,,,,,,,,,
2001-01-01,Null,,,2001-04-01,Null,,,2001-01-01,28.28,,,2010-06-01,74.54,,,2010-06-01,76.29,,,2004-11-01,46.75,,,2001-03-01,27.57,,,2001-04-01,25.47,,,2010-06-01,65.97,,,2001-01-01,29.15,,,2010-06-01,71.03,,,2010-06-01,66.12,,,2009-10-01,66.55,,,2001-03-01,24.81,,,2010-06-01,67.17,,,2010-06-01,Null,,,,,,,2010-06-01,73.34,,,2010-05-01,65.16,,,2010-06-01,71.41,,,,,,,,,,
2000-12-01,Null,,,2001-03-01,23.41,,,2000-12-01,32.3,,,2010-05-01,76.18,,,2010-05-01,77.9,,,2004-10-01,52.66,,,2001-02-01,29.34,,,2001-03-01,25.07,,,2010-05-01,66.71,,,2000-12-01,Null,,,2010-05-01,66.77,,,2010-05-01,Null,,,2009-09-01,63.84,,,2001-02-01,27.01,,,2010-05-01,66.78,,,2010-05-01,Null,,,,,,,2010-05-01,73.65,,,2010-04-01,Null,,,2010-05-01,72.58,,,,,,,,,,
2000-11-01,Null,,,2001-02-01,22.21,,,2000-11-01,Null,,,2010-04-01,76.21,,,2010-04-01,80.94,,,2004-09-01,46.16,,,2001-01-01,27.29,,,2001-02-01,27.08,,,2010-04-01,73.01,,,2000-11-01,Null,,,2010-04-01,74.86,,,2010-04-01,Null,,,2009-08-01,61.21,,,2001-01-01,25.97,,,2010-04-01,74.27,,,2010-04-01,Null,,,,,,,2010-04-01,78.36,,,2010-03-01,76.56,,,2010-04-01,82.33,,,,,,,,,,
2000-10-01,Null,,,2001-01-01,21.65,,,2000-10-01,Null,,,2010-03-01,76.78,,,2010-03-01,77.83,,,2004-08-01,44.92,,,2000-12-01,26.53,,,2001-01-01,27.75,,,2010-03-01,71.1,,,2000-10-01,31.82,,,2010-03-01,77.12,,,2010-03-01,75.49,,,2009-07-01,59.21,,,2000-12-01,25.83,,,2010-03-01,71.96,,,2010-03-01,Null,,,,,,,2010-03-01,79.03,,,2010-02-01,Null,,,2010-03-01,79.69,,,,,,,,,,
2000-09-01,Null,,,2000-12-01,22.47,,,2000-09-01,Null,,,2010-02-01,77.57,,,2010-02-01,77.07,,,2004-07-01,41.02,,,2000-11-01,34.4,,,2000-12-01,27.4,,,2010-02-01,68.71,,,2000-09-01,Null,,,2010-02-01,73.69,,,2010-02-01,71.43,,,2009-06-01,61.17,,,2000-11-01,32.53,,,2010-02-01,69.74,,,2010-02-01,Null,,,,,,,2010-02-01,78.31,,,2010-01-01,Null,,,2010-02-01,Null,,,,,,,,,,
2000-08-01,Null,,,2000-11-01,27.79,,,2000-08-01,Null,,,2010-01-01,75.23,,,2010-01-01,77.79,,,2004-06-01,37.71,,,2000-10-01,32.84,,,2000-11-01,33.92,,,2010-01-01,71.7,,,2000-08-01,34.8,,,2010-01-01,73.75,,,2010-01-01,69.67,,,2009-05-01,51.55,,,2000-10-01,31.38,,,2010-01-01,71.91,,,2010-01-01,77.89,,,,,,,2010-01-01,75.46,,,2009-11-01,71.34,,,2010-01-01,75.78,,,,,,,,,,
2000-07-01,Null,,,2000-10-01,29.25,,,2000-07-01,31.4,,,2009-12-01,73.9,,,2009-12-01,72.38,,,2004-05-01,38.33,,,2000-09-01,32.05,,,2000-10-01,31.13,,,2009-12-01,69.06,,,2000-07-01,29.76,,,2009-12-01,71.81,,,2009-12-01,63.23,,,2009-04-01,45.17,,,2000-09-01,30.91,,,2009-12-01,69.99,,,2009-12-01,74.41,,,,,,,2009-12-01,77.05,,,2009-10-01,Null,,,2009-12-01,72.47,,,,,,,,,,
2000-06-01,Null,,,2000-09-01,Null,,,2000-06-01,Null,,,2009-11-01,72.93,,,2009-11-01,74.15,,,2004-04-01,36.91,,,2000-08-01,31.15,,,2000-09-01,33.89,,,2009-11-01,72.15,,,2000-06-01,Null,,,2009-11-01,75.59,,,2009-11-01,68.73,,,2009-03-01,41.38,,,2000-08-01,Null,,,2009-11-01,72.03,,,2009-11-01,77.44,,,,,,,2009-11-01,74.43,,,2009-09-01,Null,,,2009-11-01,74.54,,,,,,,,,,
2000-05-01,Null,,,2000-08-01,30.1,,,2000-05-01,Null,,,2009-10-01,73.15,,,2009-10-01,74.91,,,2004-03-01,36.38,,,2000-07-01,30.84,,,2000-08-01,31.18,,,2009-10-01,68.39,,,2000-05-01,29.88,,,2009-10-01,72.5,,,2009-10-01,68.32,,,2009-02-01,33.07,,,2000-07-01,30.77,,,2009-10-01,68.26,,,2009-10-01,Null,,,,,,,2009-10-01,75.73,,,2009-08-01,64.98,,,2009-10-01,71.74,,,,,,,,,,
2000-04-01,Null,,,2000-07-01,Null,,,2000-04-01,Null,,,2009-09-01,73.33,,,2009-09-01,73.06,,,2004-02-01,34.65,,,2000-06-01,31.12,,,2000-07-01,29.4,,,2009-09-01,64.19,,,2000-04-01,24.44,,,2009-09-01,65.3,,,2009-09-01,63.68,,,2009-01-01,29.1,,,2000-06-01,Null,,,2009-09-01,65.89,,,2009-09-01,Null,,,,,,,2009-09-01,71.71,,,2009-07-01,62.14,,,2009-09-01,67.73,,,,,,,,,,
